idx,log_timestamp,camera,ave_speed,speed_units,image_path,image_w,image_h,image_bigger,direction,plugin_name,cx,cy,mw,mh,m_area,x_left,x_right,y_upper,y_lower,max_speed_over,min_area,track_counter,cal_obj_px,cal_obj_mm,status,cam_location
20220224-0950203,"""2022-02-24 09:50:20""",PiCam,19.9,mph,media/images/speed-20220220-1343/speed-20-20220224-0950203.jpg,960,720,3,R2L,None,66,16,55,35,1925,50,250,110,173,15,200,6,56,2743.2,,None
20220224-0954520,"""2022-02-24 09:54:52""",PiCam,32.6,mph,media/images/speed-20220220-1343/speed-33-20220224-0954520.jpg,960,720,3,R2L,None,48,20,109,33,3597,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1006447,"""2022-02-24 10:06:44""",PiCam,19.27,mph,media/images/speed-20220220-1343/speed-19-20220224-1006447.jpg,960,720,3,L2R,None,79,5,75,58,4350,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1030113,"""2022-02-24 10:30:11""",PiCam,27.19,mph,media/images/speed-20220220-1343/speed-27-20220224-1030113.jpg,960,720,3,L2R,None,75,11,58,48,2784,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1037183,"""2022-02-24 10:37:18""",PiCam,20.28,mph,media/images/speed-20220220-1343/speed-20-20220224-1037183.jpg,960,720,3,L2R,None,44,17,59,38,2242,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1038039,"""2022-02-24 10:38:03""",PiCam,34.32,mph,media/images/speed-20220220-1343/speed-34-20220224-1038039.jpg,960,720,3,R2L,None,27,14,118,39,4602,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1110122,"""2022-02-24 11:10:12""",PiCam,26.35,mph,media/images/speed-20220220-1343/speed-26-20220224-1110122.jpg,960,720,3,R2L,None,62,16,99,37,3663,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1131219,"""2022-02-24 11:31:21""",PiCam,19.81,mph,media/images/speed-20220220-1343/speed-20-20220224-1131219.jpg,960,720,3,L2R,None,71,13,76,44,3344,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1133528,"""2022-02-24 11:33:52""",PiCam,17.99,mph,media/images/speed-20220220-1343/speed-18-20220224-1133528.jpg,960,720,3,R2L,None,84,16,54,36,1944,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1137466,"""2022-02-24 11:37:46""",PiCam,20.71,mph,media/images/speed-20220220-1343/speed-21-20220224-1137466.jpg,960,720,3,L2R,None,44,13,81,43,3483,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1139134,"""2022-02-24 11:39:13""",PiCam,19.63,mph,media/images/speed-20220220-1343/speed-20-20220224-1139134.jpg,960,720,3,R2L,None,70,14,56,39,2184,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1141519,"""2022-02-24 11:41:51""",PiCam,18.62,mph,media/images/speed-20220220-1343/speed-19-20220224-1141519.jpg,960,720,3,R2L,None,76,17,54,35,1890,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1143535,"""2022-02-24 11:43:53""",PiCam,20.81,mph,media/images/speed-20220220-1343/speed-21-20220224-1143535.jpg,960,720,3,R2L,None,92,20,39,34,1326,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1147250,"""2022-02-24 11:47:25""",PiCam,24.33,mph,media/images/speed-20220220-1343/speed-24-20220224-1147250.jpg,960,720,3,R2L,None,129,19,41,33,1353,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1153592,"""2022-02-24 11:53:59""",PiCam,15.49,mph,media/images/speed-20220220-1343/speed-15-20220224-1153592.jpg,960,720,3,L2R,None,87,0,78,63,4914,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1154477,"""2022-02-24 11:54:47""",PiCam,15.27,mph,media/images/speed-20220220-1343/speed-15-20220224-1154477.jpg,960,720,3,L2R,None,66,27,41,31,1271,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1201507,"""2022-02-24 12:01:50""",PiCam,23.55,mph,media/images/speed-20220220-1343/speed-24-20220224-1201507.jpg,960,720,3,R2L,None,64,19,30,29,870,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1202525,"""2022-02-24 12:02:52""",PiCam,17.34,mph,media/images/speed-20220220-1343/speed-17-20220224-1202525.jpg,960,720,3,R2L,None,83,0,36,63,2268,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1205027,"""2022-02-24 12:05:02""",PiCam,22.98,mph,media/images/speed-20220220-1343/speed-23-20220224-1205027.jpg,960,720,3,L2R,None,81,0,72,54,3888,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1210510,"""2022-02-24 12:10:51""",PiCam,27.24,mph,media/images/speed-20220220-1343/speed-27-20220224-1210510.jpg,960,720,3,R2L,None,56,27,39,24,936,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1215121,"""2022-02-24 12:15:12""",PiCam,15.99,mph,media/images/speed-20220220-1343/speed-16-20220224-1215121.jpg,960,720,3,L2R,None,57,14,47,44,2068,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1217207,"""2022-02-24 12:17:20""",PiCam,22.56,mph,media/images/speed-20220220-1343/speed-23-20220224-1217207.jpg,960,720,3,L2R,None,124,28,28,35,980,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1237347,"""2022-02-24 12:37:34""",PiCam,30.82,mph,media/images/speed-20220220-1343/speed-31-20220224-1237347.jpg,960,720,3,R2L,None,30,14,103,39,4017,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1238389,"""2022-02-24 12:38:38""",PiCam,30.24,mph,media/images/speed-20220220-1343/speed-30-20220224-1238389.jpg,960,720,3,L2R,None,33,18,61,41,2501,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1239334,"""2022-02-24 12:39:33""",PiCam,19.99,mph,media/images/speed-20220220-1343/speed-20-20220224-1239334.jpg,960,720,3,L2R,None,37,13,43,42,1806,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1249563,"""2022-02-24 12:49:56""",PiCam,23.0,mph,media/images/speed-20220220-1343/speed-23-20220224-1249563.jpg,960,720,3,L2R,None,94,20,42,35,1470,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1250502,"""2022-02-24 12:50:50""",PiCam,24.12,mph,media/images/speed-20220220-1343/speed-24-20220224-1250502.jpg,960,720,3,R2L,None,72,16,55,36,1980,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1251509,"""2022-02-24 12:51:50""",PiCam,16.48,mph,media/images/speed-20220220-1343/speed-16-20220224-1251509.jpg,960,720,3,L2R,None,47,0,62,57,3534,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1251521,"""2022-02-24 12:51:52""",PiCam,22.28,mph,media/images/speed-20220220-1343/speed-22-20220224-1251521.jpg,960,720,3,L2R,None,89,0,36,63,2268,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1258337,"""2022-02-24 12:58:33""",PiCam,25.15,mph,media/images/speed-20220220-1343/speed-25-20220224-1258337.jpg,960,720,3,R2L,None,69,0,80,53,4240,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1258347,"""2022-02-24 12:58:34""",PiCam,16.95,mph,media/images/speed-20220220-1343/speed-17-20220224-1258347.jpg,960,720,3,R2L,None,72,0,15,42,630,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1307377,"""2022-02-24 13:07:37""",PiCam,26.78,mph,media/images/speed-20220220-1343/speed-27-20220224-1307377.jpg,960,720,3,L2R,None,103,14,70,44,3080,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1323194,"""2022-02-24 13:23:19""",PiCam,18.03,mph,media/images/speed-20220220-1343/speed-18-20220224-1323194.jpg,960,720,3,L2R,None,73,0,55,52,2860,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1323204,"""2022-02-24 13:23:20""",PiCam,20.21,mph,media/images/speed-20220220-1343/speed-20-20220224-1323204.jpg,960,720,3,L2R,None,130,0,17,46,782,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1328151,"""2022-02-24 13:28:15""",PiCam,16.9,mph,media/images/speed-20220220-1343/speed-17-20220224-1328151.jpg,960,720,3,R2L,None,112,28,21,24,504,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1328394,"""2022-02-24 13:28:39""",PiCam,30.23,mph,media/images/speed-20220220-1343/speed-30-20220224-1328394.jpg,960,720,3,L2R,None,91,14,75,43,3225,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1331538,"""2022-02-24 13:31:53""",PiCam,28.01,mph,media/images/speed-20220220-1343/speed-28-20220224-1331538.jpg,960,720,3,R2L,None,59,0,51,53,2703,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1333248,"""2022-02-24 13:33:24""",PiCam,27.51,mph,media/images/speed-20220220-1343/speed-28-20220224-1333248.jpg,960,720,3,R2L,None,74,22,33,31,1023,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1346549,"""2022-02-24 13:46:54""",PiCam,25.76,mph,media/images/speed-20220220-1343/speed-26-20220224-1346549.jpg,960,720,3,L2R,None,34,0,54,60,3240,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1348523,"""2022-02-24 13:48:52""",PiCam,32.07,mph,media/images/speed-20220220-1343/speed-32-20220224-1348523.jpg,960,720,3,R2L,None,42,0,51,52,2652,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1356035,"""2022-02-24 13:56:03""",PiCam,30.01,mph,media/images/speed-20220220-1343/speed-30-20220224-1356035.jpg,960,720,3,R2L,None,27,21,108,31,3348,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1418360,"""2022-02-24 14:18:36""",PiCam,21.41,mph,media/images/speed-20220220-1343/speed-21-20220224-1418360.jpg,960,720,3,R2L,None,86,24,37,24,888,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1426200,"""2022-02-24 14:26:20""",PiCam,27.42,mph,media/images/speed-20220220-1343/speed-27-20220224-1426200.jpg,960,720,3,L2R,None,95,13,74,43,3182,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1431326,"""2022-02-24 14:31:32""",PiCam,33.26,mph,media/images/speed-20220220-1343/speed-33-20220224-1431326.jpg,960,720,3,R2L,None,74,21,37,28,1036,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1433496,"""2022-02-24 14:33:49""",PiCam,31.87,mph,media/images/speed-20220220-1343/speed-32-20220224-1433496.jpg,960,720,3,R2L,None,93,16,20,33,660,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1441439,"""2022-02-24 14:41:43""",PiCam,33.59,mph,media/images/speed-20220220-1343/speed-34-20220224-1441439.jpg,960,720,3,L2R,None,91,33,42,20,840,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1450109,"""2022-02-24 14:50:10""",PiCam,31.04,mph,media/images/speed-20220220-1343/speed-31-20220224-1450109.jpg,960,720,3,L2R,None,49,13,42,39,1638,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1454209,"""2022-02-24 14:54:20""",PiCam,35.59,mph,media/images/speed-20220220-1343/speed-36-20220224-1454209.jpg,960,720,3,L2R,None,112,15,40,39,1560,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1501112,"""2022-02-24 15:01:11""",PiCam,26.83,mph,media/images/speed-20220220-1343/speed-27-20220224-1501112.jpg,960,720,3,L2R,None,48,17,37,34,1258,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1502109,"""2022-02-24 15:02:10""",PiCam,32.69,mph,media/images/speed-20220220-1343/speed-33-20220224-1502109.jpg,960,720,3,R2L,None,68,19,50,33,1650,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1503326,"""2022-02-24 15:03:32""",PiCam,31.85,mph,media/images/speed-20220220-1343/speed-32-20220224-1503326.jpg,960,720,3,L2R,None,121,22,22,32,704,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1507261,"""2022-02-24 15:07:26""",PiCam,37.22,mph,media/images/speed-20220220-1343/speed-37-20220224-1507261.jpg,960,720,3,R2L,None,67,18,53,34,1802,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1508179,"""2022-02-24 15:08:17""",PiCam,21.55,mph,media/images/speed-20220220-1343/speed-22-20220224-1508179.jpg,960,720,3,R2L,None,106,27,24,20,480,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1512514,"""2022-02-24 15:12:51""",PiCam,26.53,mph,media/images/speed-20220220-1343/speed-27-20220224-1512514.jpg,960,720,3,R2L,None,27,20,41,30,1230,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1514034,"""2022-02-24 15:14:03""",PiCam,27.43,mph,media/images/speed-20220220-1343/speed-27-20220224-1514034.jpg,960,720,3,R2L,None,128,17,34,27,918,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1515503,"""2022-02-24 15:15:50""",PiCam,27.86,mph,media/images/speed-20220220-1343/speed-28-20220224-1515503.jpg,960,720,3,L2R,None,43,20,39,37,1443,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1520486,"""2022-02-24 15:20:48""",PiCam,30.7,mph,media/images/speed-20220220-1343/speed-31-20220224-1520486.jpg,960,720,3,L2R,None,109,9,24,34,816,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1523573,"""2022-02-24 15:23:57""",PiCam,28.43,mph,media/images/speed-20220220-1343/speed-28-20220224-1523573.jpg,960,720,3,L2R,None,38,12,41,42,1722,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1525261,"""2022-02-24 15:25:26""",PiCam,30.85,mph,media/images/speed-20220220-1343/speed-31-20220224-1525261.jpg,960,720,3,R2L,None,84,22,21,29,609,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1526543,"""2022-02-24 15:26:54""",PiCam,32.21,mph,media/images/speed-20220220-1343/speed-32-20220224-1526543.jpg,960,720,3,R2L,None,60,18,45,31,1395,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1530373,"""2022-02-24 15:30:37""",PiCam,30.32,mph,media/images/speed-20220220-1343/speed-30-20220224-1530373.jpg,960,720,3,L2R,None,99,15,62,38,2356,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1531234,"""2022-02-24 15:31:23""",PiCam,28.7,mph,media/images/speed-20220220-1343/speed-29-20220224-1531234.jpg,960,720,3,L2R,None,104,21,13,25,325,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1534253,"""2022-02-24 15:34:25""",PiCam,29.95,mph,media/images/speed-20220220-1343/speed-30-20220224-1534253.jpg,960,720,3,R2L,None,39,15,42,34,1428,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1537368,"""2022-02-24 15:37:36""",PiCam,26.42,mph,media/images/speed-20220220-1343/speed-26-20220224-1537368.jpg,960,720,3,L2R,None,111,18,26,36,936,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1540029,"""2022-02-24 15:40:02""",PiCam,26.61,mph,media/images/speed-20220220-1343/speed-27-20220224-1540029.jpg,960,720,3,L2R,None,107,21,33,31,1023,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1541552,"""2022-02-24 15:41:55""",PiCam,33.04,mph,media/images/speed-20220220-1343/speed-33-20220224-1541552.jpg,960,720,3,L2R,None,125,12,49,42,2058,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1545380,"""2022-02-24 15:45:38""",PiCam,15.51,mph,media/images/speed-20220220-1343/speed-16-20220224-1545380.jpg,960,720,3,R2L,None,70,13,28,35,980,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1549590,"""2022-02-24 15:49:59""",PiCam,26.15,mph,media/images/speed-20220220-1343/speed-26-20220224-1549590.jpg,960,720,3,L2R,None,84,38,38,20,760,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1554191,"""2022-02-24 15:54:19""",PiCam,17.86,mph,media/images/speed-20220220-1343/speed-18-20220224-1554191.jpg,960,720,3,L2R,None,71,10,27,48,1296,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1554593,"""2022-02-24 15:54:59""",PiCam,29.86,mph,media/images/speed-20220220-1343/speed-30-20220224-1554593.jpg,960,720,3,R2L,None,74,30,25,21,525,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1606182,"""2022-02-24 16:06:18""",PiCam,23.87,mph,media/images/speed-20220220-1343/speed-24-20220224-1606182.jpg,960,720,3,L2R,None,104,23,38,36,1368,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1616167,"""2022-02-24 16:16:16""",PiCam,24.19,mph,media/images/speed-20220220-1343/speed-24-20220224-1616167.jpg,960,720,3,L2R,None,41,21,37,42,1554,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1616397,"""2022-02-24 16:16:39""",PiCam,29.52,mph,media/images/speed-20220220-1343/speed-30-20220224-1616397.jpg,960,720,3,L2R,None,55,16,36,40,1440,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1634396,"""2022-02-24 16:34:39""",PiCam,18.36,mph,media/images/speed-20220220-1343/speed-18-20220224-1634396.jpg,960,720,3,L2R,None,120,20,25,23,575,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1635121,"""2022-02-24 16:35:12""",PiCam,34.35,mph,media/images/speed-20220220-1343/speed-34-20220224-1635121.jpg,960,720,3,L2R,None,143,27,23,28,644,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1656130,"""2022-02-24 16:56:13""",PiCam,29.58,mph,media/images/speed-20220220-1343/speed-30-20220224-1656130.jpg,960,720,3,L2R,None,97,8,25,33,825,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1658563,"""2022-02-24 16:58:56""",PiCam,36.58,mph,media/images/speed-20220220-1343/speed-37-20220224-1658563.jpg,960,720,3,R2L,None,38,19,34,24,816,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1704162,"""2022-02-24 17:04:16""",PiCam,26.01,mph,media/images/speed-20220220-1343/speed-26-20220224-1704162.jpg,960,720,3,L2R,None,78,14,28,26,728,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1708550,"""2022-02-24 17:08:55""",PiCam,26.13,mph,media/images/speed-20220220-1343/speed-26-20220224-1708550.jpg,960,720,3,L2R,None,109,16,27,30,810,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1720424,"""2022-02-24 17:20:42""",PiCam,25.22,mph,media/images/speed-20220220-1343/speed-25-20220224-1720424.jpg,960,720,3,R2L,None,117,13,19,29,551,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1721021,"""2022-02-24 17:21:02""",PiCam,17.33,mph,media/images/speed-20220220-1343/speed-17-20220224-1721021.jpg,960,720,3,R2L,None,130,19,31,26,806,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1721390,"""2022-02-24 17:21:39""",PiCam,18.33,mph,media/images/speed-20220220-1343/speed-18-20220224-1721390.jpg,960,720,3,L2R,None,137,0,34,37,1258,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1727479,"""2022-02-24 17:27:47""",PiCam,19.89,mph,media/images/speed-20220220-1343/speed-20-20220224-1727479.jpg,960,720,3,L2R,None,43,17,30,23,690,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1728592,"""2022-02-24 17:28:59""",PiCam,28.6,mph,media/images/speed-20220220-1343/speed-29-20220224-1728592.jpg,960,720,3,R2L,None,80,6,47,24,1128,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1732187,"""2022-02-24 17:32:18""",PiCam,16.0,mph,media/images/speed-20220220-1343/speed-16-20220224-1732187.jpg,960,720,3,L2R,None,82,17,27,13,351,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1733117,"""2022-02-24 17:33:11""",PiCam,20.26,mph,media/images/speed-20220220-1343/speed-20-20220224-1733117.jpg,960,720,3,L2R,None,90,16,20,26,520,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1737374,"""2022-02-24 17:37:37""",PiCam,24.94,mph,media/images/speed-20220220-1343/speed-25-20220224-1737374.jpg,960,720,3,L2R,None,133,12,23,28,644,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1737489,"""2022-02-24 17:37:48""",PiCam,20.15,mph,media/images/speed-20220220-1343/speed-20-20220224-1737489.jpg,960,720,3,L2R,None,148,13,23,25,575,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1752275,"""2022-02-24 17:52:27""",PiCam,25.24,mph,media/images/speed-20220220-1343/speed-25-20220224-1752275.jpg,960,720,3,R2L,None,76,20,30,23,690,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1756495,"""2022-02-24 17:56:49""",PiCam,24.16,mph,media/images/speed-20220220-1343/speed-24-20220224-1756495.jpg,960,720,3,L2R,None,142,20,35,23,805,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1759402,"""2022-02-24 17:59:40""",PiCam,21.03,mph,media/images/speed-20220220-1343/speed-21-20220224-1759402.jpg,960,720,3,L2R,None,115,15,40,32,1280,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1803196,"""2022-02-24 18:03:19""",PiCam,17.6,mph,media/images/speed-20220220-1343/speed-18-20220224-1803196.jpg,960,720,3,L2R,None,110,20,15,22,330,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1803461,"""2022-02-24 18:03:46""",PiCam,17.17,mph,media/images/speed-20220220-1343/speed-17-20220224-1803461.jpg,960,720,3,R2L,None,110,12,36,33,1188,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1803495,"""2022-02-24 18:03:49""",PiCam,17.9,mph,media/images/speed-20220220-1343/speed-18-20220224-1803495.jpg,960,720,3,R2L,None,120,20,18,22,396,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1804040,"""2022-02-24 18:04:04""",PiCam,35.4,mph,media/images/speed-20220220-1343/speed-35-20220224-1804040.jpg,960,720,3,L2R,None,100,13,43,45,1935,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1804118,"""2022-02-24 18:04:11""",PiCam,29.73,mph,media/images/speed-20220220-1343/speed-30-20220224-1804118.jpg,960,720,3,L2R,None,92,24,23,19,437,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1809451,"""2022-02-24 18:09:45""",PiCam,19.16,mph,media/images/speed-20220220-1343/speed-19-20220224-1809451.jpg,960,720,3,R2L,None,70,18,30,17,510,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1815431,"""2022-02-24 18:15:43""",PiCam,20.75,mph,media/images/speed-20220220-1343/speed-21-20220224-1815431.jpg,960,720,3,R2L,None,80,26,29,21,609,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1819147,"""2022-02-24 18:19:14""",PiCam,16.33,mph,media/images/speed-20220220-1343/speed-16-20220224-1819147.jpg,960,720,3,R2L,None,129,14,36,32,1152,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1823427,"""2022-02-24 18:23:42""",PiCam,24.4,mph,media/images/speed-20220220-1343/speed-24-20220224-1823427.jpg,960,720,3,L2R,None,32,20,107,29,3103,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1825537,"""2022-02-24 18:25:53""",PiCam,28.31,mph,media/images/speed-20220220-1343/speed-28-20220224-1825537.jpg,960,720,3,R2L,None,127,22,36,22,792,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1843312,"""2022-02-24 18:43:31""",PiCam,21.67,mph,media/images/speed-20220220-1343/speed-22-20220224-1843312.jpg,960,720,3,L2R,None,72,25,32,17,544,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1843321,"""2022-02-24 18:43:32""",PiCam,20.06,mph,media/images/speed-20220220-1343/speed-20-20220224-1843321.jpg,960,720,3,L2R,None,124,17,23,18,414,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1847298,"""2022-02-24 18:47:29""",PiCam,29.54,mph,media/images/speed-20220220-1343/speed-30-20220224-1847298.jpg,960,720,3,R2L,None,66,26,30,13,390,50,250,110,173,15,200,6,56,2743.2,,None
20220224-1849450,"""2022-02-24 18:49:45""",PiCam,23.74,mph,media/images/speed-20220220-1343/speed-24-20220224-1849450.jpg,960,720,3,L2R,None,45,19,58,23,1334,50,250,110,173,15,200,6,25,1092.2,,None
20220224-1900151,"""2022-02-24 19:00:15""",PiCam,27.34,mph,media/images/speed-20220220-1343/speed-27-20220224-1900151.jpg,960,720,3,R2L,None,86,30,29,14,406,50,250,110,173,15,200,6,56,2743.2,,None
